date,song,artist,rank,last_week,peak_position,weeks_in_charts,image_url
2022-08-24,Running Up That Hill (A Deal With God),Kate Bush,5,4,3,32,https://charts-static.billboard.com/img/1985/08/kate-bush-qv2-runningupthathilladealwithgod-1cx-180x180.jpg
2022-08-24,Bad Habit,Steve Lacy,6,6,6,7,https://charts-static.billboard.com/img/2022/07/steve-lacy-d2o-badhabit-l6b-180x180.jpg
2022-08-24,Sunroof,Nicky Youre & dazy,7,8,7,12,https://charts-static.billboard.com/img/2022/02/nickyyoure-alv-sunroof-3kv-180x180.jpg
2022-08-24,Wait For U,Future Featuring Drake & Tems,8,7,1,16,https://charts-static.billboard.com/img/1988/03/future-a0z-180x180.jpg
2022-08-24,Me Porto Bonito,Bad Bunny & Chencho Corleone,9,11,6,15,https://charts-static.billboard.com/img/2016/10/bad-bunny-6eh-180x180.jpg
2022-08-24,I Like You (A Happier Song),Post Malone Featuring Doja Cat,10,13,9,11,https://charts-static.billboard.com/img/2018/04/dojacat-cqv-180x180.jpg
2022-08-24,Late Night Talking,Harry Styles,11,12,4,13,https://charts-static.billboard.com/img/2022/05/harry-styles-6jk-latenighttalking-fzv-180x180.jpg
2022-08-24,First Class,Jack Harlow,12,9,1,19,https://charts-static.billboard.com/img/2018/01/jackharlow-i43-180x180.jpg
2022-08-24,Heat Waves,Glass Animals,13,14,1,83,https://charts-static.billboard.com/img/2020/07/glass-animals-o0x-heatwaves-o3i-180x180.jpg
2022-08-24,The Kind Of Love We Make,Luke Combs,14,15,13,9,https://charts-static.billboard.com/img/2022/06/luke-combs-vjy-thekindoflovewemake-oo9-180x180.jpg
2022-08-24,You Proof,Morgan Wallen,15,18,6,14,https://charts-static.billboard.com/img/2022/05/morgan-wallen-z1m-youproof-uu4-180x180.jpg
2022-08-24,Titi Me Pregunto,Bad Bunny,16,16,5,15,https://charts-static.billboard.com/img/2016/10/bad-bunny-6eh-180x180.jpg
2022-08-24,I Ain't Worried,OneRepublic,17,19,17,10,https://charts-static.billboard.com/img/2022/06/onerepublic-m2z-iaintworried-p2t-180x180.jpg
2022-08-24,She Had Me At Heads Carolina,Cole Swindell,18,22,18,12,#
2022-08-24,Wasted On You,Morgan Wallen,19,17,9,40,https://charts-static.billboard.com/img/2021/01/morgan-wallen-z1m-wastedonyou-32x-180x180.jpg
2022-08-24,Stay,The Kid LAROI & Justin Bieber,20,20,1,58,https://charts-static.billboard.com/img/2021/07/thekidlaroi-uw4-stay-ens-180x180.jpg
2022-08-24,Alone,Rod Wave,21,21,1,-,https://charts-static.billboard.com/img/2019/06/rodwave-qt2-180x180.jpg
2022-08-24,Jimmy Cooks,Drake Featuring 21 Savage,22,23,1,9,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg
2022-08-24,Staying Alive,DJ Khaled Featuring Drake & Lil Baby,23,5,5,2,https://charts-static.billboard.com/img/2022/08/dj-khaled-2l5-stayingalive-2c6-180x180.jpg
2022-08-24,Big Energy,Latto,24,21,3,43,https://charts-static.billboard.com/img/2021/10/latto-80q-bigenergy-89t-180x180.jpg
2022-08-24,Vegas,Doja Cat,25,31,25,11,https://charts-static.billboard.com/img/2022/05/dojacat-cqv-vegas-w90-180x180.jpg
2022-08-24,Moscow Mule,Bad Bunny,26,26,4,15,https://charts-static.billboard.com/img/2016/10/bad-bunny-6eh-180x180.jpg
2022-08-24,Glimpse Of Us,Joji,27,24,8,10,https://charts-static.billboard.com/img/2022/06/joji-77h-glimpseofus-gt3-180x180.jpg
2022-08-24,Ghost,Justin Bieber,28,25,5,47,#
2022-08-24,Like I Love Country Music,Kane Brown,29,28,26,13,https://charts-static.billboard.com/img/2022/05/kane-brown-ag5-likeilovecountrymusic-gxa-180x180.jpg
2022-08-24,Shivers,Ed Sheeran,30,29,4,49,https://charts-static.billboard.com/img/2021/09/ed-sheeran-w3r-shivers-x3e-180x180.jpg
2022-08-24,Fall In Love,Bailey Zimmerman,31,38,31,16,https://charts-static.billboard.com/img/2022/02/baileyzimmerman-qt3-fallinlove-d5q-180x180.jpg
2022-08-24,5 Foot 9,Tyler Hubbard,32,30,30,10,https://charts-static.billboard.com/img/2022/05/tylerhubbard-ne7-5foot9-ngv-180x180.jpg
2022-08-24,Numb Little Bug,Em Beihold,33,27,18,29,https://charts-static.billboard.com/img/2022/02/embeihold-ikj-numblittlebug-6dd-180x180.jpg
2022-08-24,In A Minute,Lil Baby,34,32,14,19,https://charts-static.billboard.com/img/2022/04/lilbaby-kyx-inaminute-7uc-180x180.jpg
2022-08-24,Yungen,Rod Wave Featuring Jack Harlow,35,35,1,-,https://charts-static.billboard.com/img/2019/06/rodwave-qt2-180x180.jpg
2022-08-24,Last Night Lonely,Jon Pardi,36,39,36,12,https://charts-static.billboard.com/img/2022/02/jon-pardi-f7y-lastnightlonely-3pv-180x180.jpg
2022-08-24,Cold Heart (PNAU Remix),Elton John & Dua Lipa,37,34,7,50,https://charts-static.billboard.com/img/2021/08/elton-john-0rc-coldheartpnauremix-fch-180x180.jpg
2022-08-24,Efecto,Bad Bunny,38,40,34,15,https://charts-static.billboard.com/img/2016/10/bad-bunny-6eh-180x180.jpg
2022-08-24,Rock And A Hard Place,Bailey Zimmerman,39,35,24,10,https://charts-static.billboard.com/img/2022/06/baileyzimmerman-qt3-rockandahardplace-vms-180x180.jpg
2022-08-24,Left And Right,Charlie Puth Featuring Jung Kook,40,48,22,8,https://charts-static.billboard.com/img/2022/07/charlie-puth-m2q-leftandright-pbm-180x180.jpg
2022-08-24,Sticky,Drake,41,36,6,9,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg
2022-08-24,Something In The Orange,Zach Bryan,42,42,30,17,https://charts-static.billboard.com/img/2022/05/zachbryan-de1-somethingintheorange-ynj-180x180.jpg
2022-08-24,Provenza,Karol G,43,41,25,17,https://charts-static.billboard.com/img/2022/04/karol-g-7vn-provenza-4jm-180x180.jpg
2022-08-24,Get Into It (Yuh),Doja Cat,44,33,20,37,https://charts-static.billboard.com/img/2018/04/dojacat-cqv-180x180.jpg
2022-08-24,Betty (Get Money),Yung Gravy,45,45,45,6,https://charts-static.billboard.com/img/2022/07/yunggravy-oae-bettygetmoney-q8e-180x180.jpg
2022-08-24,Son Of A Sinner,Jelly Roll,46,51,46,7,https://charts-static.billboard.com/img/2021/10/jelly-roll-7m0-sonofasinner-f0f-180x180.jpg
2022-08-24,Numb,Marshmello & Khalid,47,56,47,7,https://charts-static.billboard.com/img/2022/06/marshmello-fo3-numb-1da-180x180.jpg
2022-08-24,Never Get Over Me,Rod Wave,48,48,1,-,https://charts-static.billboard.com/img/2019/06/rodwave-qt2-180x180.jpg
2022-08-24,Sweetest Pie,Megan Thee Stallion & Dua Lipa,49,15,21,-,https://charts-static.billboard.com/img/2022/03/megan-thee-stallion-dkc-sweetestpie-2bj-180x180.jpg
2022-08-24,Super Gremlin,Kodak Black,50,44,3,41,https://charts-static.billboard.com/img/2016/06/kodak-black-3si-180x180.jpg
2022-08-24,Sweet Little Lies,Rod Wave,51,51,1,-,https://charts-static.billboard.com/img/2019/06/rodwave-qt2-180x180.jpg
2022-08-24,Take My Name,Parmalee,52,54,22,20,https://charts-static.billboard.com/img/2021/10/parmalee-3ux-takemyname-736-180x180.jpg
2022-08-24,F.N.F. (Let's Go),Hitkidd & GloRilla,53,49,49,12,https://charts-static.billboard.com/img/2022/05/hitkidd-000-fnfletsgo-2k4-180x180.jpg
2022-08-24,Hot Shit,Cardi B| Ye & Lil Durk,54,53,13,7,https://charts-static.billboard.com/img/2022/07/cardi-b-84g-hotshit-yiz-180x180.jpg
2022-08-24,Party,Bad Bunny & Rauw Alejandro,55,55,14,15,https://charts-static.billboard.com/img/2016/10/bad-bunny-6eh-180x180.jpg
2022-08-24,Damn Strait,Scotty McCreery,56,52,32,20,https://charts-static.billboard.com/img/2021/10/scotty-mccreery-3w0-damnstrait-8og-180x180.jpg
2022-08-24,Bad Decisions,benny blanco| BTS & Snoop Dogg,57,10,10,2,https://charts-static.billboard.com/img/2022/08/benny-blanco-dzd-baddecisions-o6h-180x180.jpg
2022-08-24,Forever,Rod Wave,58,58,1,-,https://charts-static.billboard.com/img/2019/06/rodwave-qt2-180x180.jpg
2022-08-24,Ojitos Lindos,Bad Bunny & Bomba Estereo,59,58,26,15,https://charts-static.billboard.com/img/2016/10/bad-bunny-6eh-180x180.jpg
2022-08-24,Bones,Imagine Dragons,60,70,60,13,https://charts-static.billboard.com/img/2022/03/imagine-dragons-rfq-bones-fri-180x180.jpg
2022-08-24,So Good,Halsey,61,59,55,10,https://charts-static.billboard.com/img/2022/06/halsey-m8j-sogood-i69-180x180.jpg
2022-08-24,Her,Megan Thee Stallion,62,62,1,-,https://charts-static.billboard.com/img/2019/01/megan-thee-stallion-dkc-180x180.jpg
2022-08-24,Sleazy Flow,SleazyWorld Go Featuring Lil Baby,63,57,47,12,https://charts-static.billboard.com/img/2022/03/sleazyworldgo-rng-sleazyflow-wrm-180x180.jpg
2022-08-24,Victoria's Secret,Jax,64,66,64,3,https://charts-static.billboard.com/img/2022/07/jax-6vn-victoriassecret-745-180x180.jpg
2022-08-24,Despues de La Playa,Bad Bunny,65,60,6,15,https://charts-static.billboard.com/img/2016/10/bad-bunny-6eh-180x180.jpg
2022-08-24,Stone Rolling,Rod Wave,66,66,1,-,https://charts-static.billboard.com/img/2019/06/rodwave-qt2-180x180.jpg
2022-08-24,Alien Superstar,Beyonce,67,43,19,3,#
2022-08-24,Unstoppable,Sia,68,69,68,7,https://charts-static.billboard.com/img/2016/02/sia-000-unstoppable-mpg-180x180.jpg
2022-08-24,Free Mind,Tems,69,64,64,5,https://charts-static.billboard.com/img/2021/05/tems-67h-180x180.jpg
2022-08-24,Wishful Drinking,Ingrid Andress With Sam Hunt,70,72,61,7,https://charts-static.billboard.com/img/2021/08/ingridandress-eh5-wishfuldrinking-z8o-180x180.jpg
2022-08-24,No Deal,Rod Wave,71,71,1,-,https://charts-static.billboard.com/img/2019/06/rodwave-qt2-180x180.jpg
2022-08-24,Dah Dah DahDah,Nardo Wick,72,74,72,3,https://charts-static.billboard.com/img/2021/07/nardowick-2n1-180x180.jpg
2022-08-24,Whiskey On You,Nate Smith,73,65,65,9,https://charts-static.billboard.com/img/2022/05/natesmith-tuf-whiskeyonyou-9sh-180x180.jpg
2022-08-24,I Know It,Rod Wave,74,74,1,-,https://charts-static.billboard.com/img/2019/06/rodwave-qt2-180x180.jpg
2022-08-24,Last Last,Burna Boy,75,73,70,6,https://charts-static.billboard.com/img/2022/05/burna-boy-8ej-lastlast-ld2-180x180.jpg
2022-08-24,Tarot,Bad Bunny & Jhay Cortez,76,71,18,15,https://charts-static.billboard.com/img/2016/10/bad-bunny-6eh-180x180.jpg
2022-08-24,With A Woman You Love,Justin Moore,77,76,76,4,https://charts-static.billboard.com/img/2021/11/justin-moore-w7r-withawomanyoulove-gkp-180x180.jpg
2022-08-24,At The End Of A Bar,Chris Young With Mitchell Tenpenny,78,80,78,5,https://charts-static.billboard.com/img/2021/08/chris-young-7hi-attheendofabar-tcl-180x180.jpg
2022-08-24,Truth About You,Mitchell Tenpenny,79,78,78,5,https://charts-static.billboard.com/img/2021/07/mitchell-tenpenny-90v-truthaboutyou-b63-180x180.jpg
2022-08-24,Pressurelicious,Megan Thee Stallion Featuring Future,80,55,2,-,https://charts-static.billboard.com/img/2022/07/megan-thee-stallion-dkc-pressurelicious-nj6-180x180.jpg
2022-08-24,Cuff It,Beyonce,81,50,13,3,https://charts-static.billboard.com/img/2022/08/beyonce-n2a-cuffit-sb9-180x180.jpg
2022-08-24,Ungrateful,Megan Thee Stallion Featuring Key Glock,82,82,1,-,https://charts-static.billboard.com/img/2019/01/megan-thee-stallion-dkc-180x180.jpg
2022-08-24,Pick Me Up,Gabby Barrett,83,81,81,4,https://charts-static.billboard.com/img/2021/12/gabbybarrett-xa7-pickmeup-ql6-180x180.jpg
2022-08-24,She Likes It,Russell Dickerson & Jake Scott,84,82,63,20,https://charts-static.billboard.com/img/2022/01/russell-dickerson-4oy-shelikesit-36b-180x180.jpg
2022-08-24,Despecha,Rosalia,85,98,85,2,https://charts-static.billboard.com/img/2022/08/rosalia-hpu-despecha-vol-180x180.jpg
2022-08-24,Pieces,Rod Wave,86,86,1,-,https://charts-static.billboard.com/img/2019/06/rodwave-qt2-180x180.jpg
2022-08-24,Budget,Megan Thee Stallion Featuring Latto,87,87,1,-,https://charts-static.billboard.com/img/2019/01/megan-thee-stallion-dkc-180x180.jpg
2022-08-24,Ghost Story,Carrie Underwood,88,84,61,13,https://charts-static.billboard.com/img/2022/03/carrie-underwood-dzv-ghoststory-vkf-180x180.jpg
2022-08-24,Cooped Up,Post Malone Featuring Roddy Ricch,89,77,12,14,https://charts-static.billboard.com/img/2018/11/roddy-ricch-zyg-180x180.jpg
2022-08-24,Rockstar Heart,Rod Wave,90,90,1,-,https://charts-static.billboard.com/img/2019/06/rodwave-qt2-180x180.jpg
2022-08-24,Puffin On Zootiez,Future,91,85,4,16,#
2022-08-24,Until I Found You,Stephen Sanchez,92,97,88,7,https://charts-static.billboard.com/img/2022/03/stephensanchez-1xg-untilifoundyou-6xd-180x180.jpg
2022-08-24,Plan B,Megan Thee Stallion,93,29,10,-,https://charts-static.billboard.com/img/2022/05/megan-thee-stallion-dkc-planb-857-180x180.jpg
2022-08-24,Thought You Should Know,Morgan Wallen,94,91,12,15,https://charts-static.billboard.com/img/2022/05/morgan-wallen-z1m-thoughtyoushouldknow-xxs-180x180.jpg
2022-08-24,Time Kills (Love Birds),Rod Wave,95,95,1,-,https://charts-static.billboard.com/img/2019/06/rodwave-qt2-180x180.jpg
2022-08-24,Fading,Rod Wave,96,96,1,-,https://charts-static.billboard.com/img/2019/06/rodwave-qt2-180x180.jpg
2022-08-24,Church Girl,Beyonce,97,67,22,3,#
2022-08-24,Un Ratito,Bad Bunny,98,94,16,15,https://charts-static.billboard.com/img/2016/10/bad-bunny-6eh-180x180.jpg
2022-08-24,La Corriente,Bad Bunny & Tony Dize,99,95,32,12,https://charts-static.billboard.com/img/2016/10/bad-bunny-6eh-180x180.jpg
2022-08-24,What My World Spins Around,Jordan Davis,100,100,1,-,https://charts-static.billboard.com/img/2022/06/jordan-davis-wxd-whatmyworldspinsaround-3ix-180x180.jpg
2022-08-31,As It Was,Harry Styles,1,2,1,21,https://charts-static.billboard.com/img/2022/04/harry-styles-6jk-asitwas-po3-180x180.jpg
2022-08-31,About Damn Time,Lizzo,2,3,1,19,https://charts-static.billboard.com/img/2022/04/lizzo-m95-aboutdamntime-f6q-180x180.jpg
2022-08-31,Bad Habit,Steve Lacy,3,6,3,8,https://charts-static.billboard.com/img/2022/07/steve-lacy-d2o-badhabit-l6b-180x180.jpg
2022-08-31,Running Up That Hill (A Deal With God),Kate Bush,4,5,3,33,https://charts-static.billboard.com/img/1985/08/kate-bush-qv2-runningupthathilladealwithgod-1cx-180x180.jpg
2022-08-31,Break My Soul,Beyonce,5,4,1,10,https://charts-static.billboard.com/img/2022/07/beyonce-n2a-breakmysoul-kqf-180x180.jpg
2022-08-31,Sunroof,Nicky Youre & dazy,6,7,6,13,https://charts-static.billboard.com/img/2022/02/nickyyoure-alv-sunroof-3kv-180x180.jpg
2022-08-31,Super Freaky Girl,Nicki Minaj,7,1,1,2,https://charts-static.billboard.com/img/2022/08/nicki-minaj-t5q-superfreakygirl-wpa-180x180.jpg
2022-08-31,Wait For U,Future Featuring Drake & Tems,8,8,1,17,https://charts-static.billboard.com/img/1988/03/future-a0z-180x180.jpg
2022-08-31,Me Porto Bonito,Bad Bunny & Chencho Corleone,9,9,6,16,https://charts-static.billboard.com/img/2016/10/bad-bunny-6eh-180x180.jpg
2022-08-31,I Like You (A Happier Song),Post Malone Featuring Doja Cat,10,10,9,12,https://charts-static.billboard.com/img/2018/04/dojacat-cqv-180x180.jpg
2022-08-31,Late Night Talking,Harry Styles,11,11,4,14,https://charts-static.billboard.com/img/2022/05/harry-styles-6jk-latenighttalking-fzv-180x180.jpg
2022-08-31,I Ain't Worried,OneRepublic,12,17,12,11,https://charts-static.billboard.com/img/2022/06/onerepublic-m2z-iaintworried-p2t-180x180.jpg
2022-08-31,You Proof,Morgan Wallen,13,15,6,15,https://charts-static.billboard.com/img/2022/05/morgan-wallen-z1m-youproof-uu4-180x180.jpg
2022-08-31,Titi Me Pregunto,Bad Bunny,14,16,5,16,https://charts-static.billboard.com/img/2016/10/bad-bunny-6eh-180x180.jpg
2022-08-31,The Kind Of Love We Make,Luke Combs,15,14,13,10,https://charts-static.billboard.com/img/2022/06/luke-combs-vjy-thekindoflovewemake-oo9-180x180.jpg
2022-08-31,First Class,Jack Harlow,16,12,1,20,https://charts-static.billboard.com/img/2018/01/jackharlow-i43-180x180.jpg
2022-08-31,Heat Waves,Glass Animals,17,13,1,84,https://charts-static.billboard.com/img/2020/07/glass-animals-o0x-heatwaves-o3i-180x180.jpg
2022-08-31,She Had Me At Heads Carolina,Cole Swindell,18,18,18,13,#
2022-08-31,Wasted On You,Morgan Wallen,19,19,9,41,https://charts-static.billboard.com/img/2021/01/morgan-wallen-z1m-wastedonyou-32x-180x180.jpg
2022-08-31,Jimmy Cooks,Drake Featuring 21 Savage,20,22,1,10,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg
2022-08-31,Stay,The Kid LAROI & Justin Bieber,21,20,1,59,https://charts-static.billboard.com/img/2021/07/thekidlaroi-uw4-stay-ens-180x180.jpg
2022-08-31,Pink Venom,BLACKPINK,22,22,1,-,https://charts-static.billboard.com/img/2022/08/blackpink-l5z-pinkvenom-3hf-180x180.jpg
2022-08-31,Vegas,Doja Cat,23,25,23,12,https://charts-static.billboard.com/img/2022/05/dojacat-cqv-vegas-w90-180x180.jpg
2022-08-31,5 Foot 9,Tyler Hubbard,24,32,24,11,https://charts-static.billboard.com/img/2022/05/tylerhubbard-ne7-5foot9-ngv-180x180.jpg
2022-08-31,Moscow Mule,Bad Bunny,25,26,4,16,https://charts-static.billboard.com/img/2016/10/bad-bunny-6eh-180x180.jpg
2022-08-31,Glimpse Of Us,Joji,26,27,8,11,https://charts-static.billboard.com/img/2022/06/joji-77h-glimpseofus-gt3-180x180.jpg
2022-08-31,Staying Alive,DJ Khaled Featuring Drake & Lil Baby,27,23,5,3,https://charts-static.billboard.com/img/2022/08/dj-khaled-2l5-stayingalive-2c6-180x180.jpg
2022-08-31,Big Energy,Latto,28,24,3,44,https://charts-static.billboard.com/img/2021/10/latto-80q-bigenergy-89t-180x180.jpg
2022-08-31,Rock And A Hard Place,Bailey Zimmerman,29,39,24,11,https://charts-static.billboard.com/img/2022/06/baileyzimmerman-qt3-rockandahardplace-vms-180x180.jpg
2022-08-31,Ghost,Justin Bieber,30,28,5,48,#
2022-08-31,Shivers,Ed Sheeran,31,30,4,50,https://charts-static.billboard.com/img/2021/09/ed-sheeran-w3r-shivers-x3e-180x180.jpg
2022-08-31,Where It Ends,Bailey Zimmerman,32,32,1,-,https://charts-static.billboard.com/img/2022/09/baileyzimmerman-qt3-whereitends-3zb-180x180.jpg
2022-08-31,In A Minute,Lil Baby,33,34,14,20,https://charts-static.billboard.com/img/2022/04/lilbaby-kyx-inaminute-7uc-180x180.jpg
2022-08-31,Last Night Lonely,Jon Pardi,34,36,34,13,https://charts-static.billboard.com/img/2022/02/jon-pardi-f7y-lastnightlonely-3pv-180x180.jpg
2022-08-31,Efecto,Bad Bunny,35,38,34,16,https://charts-static.billboard.com/img/2016/10/bad-bunny-6eh-180x180.jpg
2022-08-31,Cold Heart (PNAU Remix),Elton John & Dua Lipa,36,37,7,51,https://charts-static.billboard.com/img/2021/08/elton-john-0rc-coldheartpnauremix-fch-180x180.jpg
2022-08-31,Like I Love Country Music,Kane Brown,37,29,26,14,https://charts-static.billboard.com/img/2022/05/kane-brown-ag5-likeilovecountrymusic-gxa-180x180.jpg
2022-08-31,Fall In Love,Bailey Zimmerman,38,31,31,17,https://charts-static.billboard.com/img/2022/02/baileyzimmerman-qt3-fallinlove-d5q-180x180.jpg
2022-08-31,Betty (Get Money),Yung Gravy,39,45,39,7,https://charts-static.billboard.com/img/2022/07/yunggravy-oae-bettygetmoney-q8e-180x180.jpg
2022-08-31,Son Of A Sinner,Jelly Roll,40,46,40,8,https://charts-static.billboard.com/img/2021/10/jelly-roll-7m0-sonofasinner-f0f-180x180.jpg
2022-08-31,Numb Little Bug,Em Beihold,41,33,18,30,https://charts-static.billboard.com/img/2022/02/embeihold-ikj-numblittlebug-6dd-180x180.jpg
2022-08-31,Something In The Orange,Zach Bryan,42,42,30,18,https://charts-static.billboard.com/img/2022/05/zachbryan-de1-somethingintheorange-ynj-180x180.jpg
2022-08-31,Provenza,Karol G,43,43,25,18,https://charts-static.billboard.com/img/2022/04/karol-g-7vn-provenza-4jm-180x180.jpg
2022-08-31,Left And Right,Charlie Puth Featuring Jung Kook,44,40,22,9,https://charts-static.billboard.com/img/2022/07/charlie-puth-m2q-leftandright-pbm-180x180.jpg
2022-08-31,Numb,Marshmello & Khalid,45,47,45,8,https://charts-static.billboard.com/img/2022/06/marshmello-fo3-numb-1da-180x180.jpg
2022-08-31,Sticky,Drake,46,41,6,10,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg
2022-08-31,Alone,Rod Wave,47,21,21,2,https://charts-static.billboard.com/img/2019/06/rodwave-qt2-180x180.jpg
2022-08-31,Dah Dah DahDah,Nardo Wick,48,72,48,4,https://charts-static.billboard.com/img/2021/07/nardowick-2n1-180x180.jpg
2022-08-31,Hot Shit,Cardi B| Ye & Lil Durk,49,54,13,8,https://charts-static.billboard.com/img/2022/07/cardi-b-84g-hotshit-yiz-180x180.jpg
2022-08-31,Super Gremlin,Kodak Black,50,50,3,42,https://charts-static.billboard.com/img/2016/06/kodak-black-3si-180x180.jpg
2022-08-31,Bones,Imagine Dragons,51,60,51,14,https://charts-static.billboard.com/img/2022/03/imagine-dragons-rfq-bones-fri-180x180.jpg
2022-08-31,Victoria's Secret,Jax,52,64,52,4,https://charts-static.billboard.com/img/2022/07/jax-6vn-victoriassecret-745-180x180.jpg
2022-08-31,Sleazy Flow,SleazyWorld Go Featuring Lil Baby,53,63,47,13,https://charts-static.billboard.com/img/2022/03/sleazyworldgo-rng-sleazyflow-wrm-180x180.jpg
2022-08-31,So Good,Halsey,54,61,54,11,https://charts-static.billboard.com/img/2022/06/halsey-m8j-sogood-i69-180x180.jpg
2022-08-31,Unstoppable,Sia,55,68,55,8,https://charts-static.billboard.com/img/2016/02/sia-000-unstoppable-mpg-180x180.jpg
2022-08-31,Free Mind,Tems,56,69,56,6,https://charts-static.billboard.com/img/2021/05/tems-67h-180x180.jpg
2022-08-31,Party,Bad Bunny & Rauw Alejandro,57,55,14,16,https://charts-static.billboard.com/img/2016/10/bad-bunny-6eh-180x180.jpg
2022-08-31,F.N.F. (Let's Go),Hitkidd & GloRilla,58,53,49,13,https://charts-static.billboard.com/img/2022/05/hitkidd-000-fnfletsgo-2k4-180x180.jpg
2022-08-31,Ojitos Lindos,Bad Bunny & Bomba Estereo,59,59,26,16,https://charts-static.billboard.com/img/2016/10/bad-bunny-6eh-180x180.jpg
2022-08-31,Bad Decisions,benny blanco| BTS & Snoop Dogg,60,57,10,3,https://charts-static.billboard.com/img/2022/08/benny-blanco-dzd-baddecisions-o6h-180x180.jpg
2022-08-31,Despues de La Playa,Bad Bunny,61,65,6,16,https://charts-static.billboard.com/img/2016/10/bad-bunny-6eh-180x180.jpg
2022-08-31,Wishful Drinking,Ingrid Andress With Sam Hunt,62,70,61,8,https://charts-static.billboard.com/img/2021/08/ingridandress-eh5-wishfuldrinking-z8o-180x180.jpg
2022-08-31,Last Last,Burna Boy,63,75,63,7,https://charts-static.billboard.com/img/2022/05/burna-boy-8ej-lastlast-ld2-180x180.jpg
2022-08-31,With A Woman You Love,Justin Moore,64,77,64,5,https://charts-static.billboard.com/img/2021/11/justin-moore-w7r-withawomanyoulove-gkp-180x180.jpg
2022-08-31,Truth About You,Mitchell Tenpenny,65,79,65,6,https://charts-static.billboard.com/img/2021/07/mitchell-tenpenny-90v-truthaboutyou-b63-180x180.jpg
2022-08-31,Whiskey On You,Nate Smith,66,73,65,10,https://charts-static.billboard.com/img/2022/05/natesmith-tuf-whiskeyonyou-9sh-180x180.jpg
2022-08-31,Despecha,Rosalia,67,85,67,3,https://charts-static.billboard.com/img/2022/08/rosalia-hpu-despecha-vol-180x180.jpg
2022-08-31,Tarot,Bad Bunny & Jhay Cortez,68,76,18,16,https://charts-static.billboard.com/img/2016/10/bad-bunny-6eh-180x180.jpg
2022-08-31,Pick Me Up,Gabby Barrett,69,83,69,5,https://charts-static.billboard.com/img/2021/12/gabbybarrett-xa7-pickmeup-ql6-180x180.jpg
2022-08-31,Alien Superstar,Beyonce,70,67,19,4,#
2022-08-31,Die For You,The Weeknd & Ariana Grande,71,43,4,-,https://charts-static.billboard.com/img/2016/12/the-weeknd-jlk-dieforyou-ix0-180x180.jpg
2022-08-31,Neverita,Bad Bunny,72,31,7,-,https://charts-static.billboard.com/img/2016/10/bad-bunny-6eh-180x180.jpg
2022-08-31,She Likes It,Russell Dickerson & Jake Scott,73,84,63,21,https://charts-static.billboard.com/img/2022/01/russell-dickerson-4oy-shelikesit-36b-180x180.jpg
2022-08-31,Ghost Story,Carrie Underwood,74,88,61,14,https://charts-static.billboard.com/img/2022/03/carrie-underwood-dzv-ghoststory-vkf-180x180.jpg
2022-08-31,At The End Of A Bar,Chris Young With Mitchell Tenpenny,75,78,75,6,https://charts-static.billboard.com/img/2021/08/chris-young-7hi-attheendofabar-tcl-180x180.jpg
2022-08-31,Until I Found You,Stephen Sanchez,76,92,76,8,https://charts-static.billboard.com/img/2022/03/stephensanchez-1xg-untilifoundyou-6xd-180x180.jpg
2022-08-31,Puffin On Zootiez,Future,77,91,4,17,#
2022-08-31,Yungen,Rod Wave Featuring Jack Harlow,78,35,35,2,https://charts-static.billboard.com/img/2019/06/rodwave-qt2-180x180.jpg
2022-08-31,All Mine,Brent Faiyaz,79,42,3,-,https://charts-static.billboard.com/img/2016/07/brent-faiyaz-uhe-180x180.jpg
2022-08-31,Hotel Lobby (Unc And Phew),Quavo & Takeoff,80,59,13,-,https://charts-static.billboard.com/img/2022/06/quavotakeoff-b88-hotellobbyuncandphew-506-180x180.jpg
2022-08-31,Thought You Should Know,Morgan Wallen,81,94,12,16,https://charts-static.billboard.com/img/2022/05/morgan-wallen-z1m-thoughtyoushouldknow-xxs-180x180.jpg
2022-08-31,Bzrp Music Sessions; Vol. 52,Bizarrap & Quevedo,82,82,3,-,https://charts-static.billboard.com/img/2022/07/bizarrap-9qh-bzrpmusicsessionsvol52-sh8-180x180.jpg
2022-08-31,Cooped Up,Post Malone Featuring Roddy Ricch,83,89,12,15,https://charts-static.billboard.com/img/2018/11/roddy-ricch-zyg-180x180.jpg
2022-08-31,Wild As Her,Corey Kent,84,75,8,-,https://charts-static.billboard.com/img/2022/03/coreykent-jip-wildasher-6k1-180x180.jpg
2022-08-31,Country On,Luke Bryan,85,76,2,-,https://charts-static.billboard.com/img/2022/07/luke-bryan-zck-countryon-dkf-180x180.jpg
2022-08-31,What My World Spins Around,Jordan Davis,86,100,86,2,https://charts-static.billboard.com/img/2022/06/jordan-davis-wxd-whatmyworldspinsaround-3ix-180x180.jpg
2022-08-31,La Corriente,Bad Bunny & Tony Dize,87,99,32,13,https://charts-static.billboard.com/img/2016/10/bad-bunny-6eh-180x180.jpg
2022-08-31,54321,Offset,88,88,1,-,https://charts-static.billboard.com/img/2022/09/offset-qaf-54321-krr-180x180.jpg
